Date,A,AA
2011-06-15,33.070514718657996,14.366377681384002
2011-06-16,32.854093786364004,14.203123389549999
2011-06-17,33.112402641037,14.135901034089
2011-06-20,33.775628078714,14.193520195912
2011-06-21,34.780938215823,14.760108620512
2011-06-22,34.173563341318996,14.683283071414001
2011-06-23,34.473760118373,14.673679877777
2011-06-24,33.852422603076,14.62566390959
2011-06-27,34.103750137354005,14.673679877777
2011-06-28,35.241705361998,15.028998042356
2011-06-29,35.318499886360996,15.19225233419
2011-06-30,35.681528546982996,15.230665108739
2011-07-01,36.302866062279996,15.662808822416999
2011-07-05,36.065501168796,15.739634371515999
2011-07-06,36.177202295141,15.595586466956
2011-07-07,36.568156237351,15.835666307889
2011-07-08,35.067172352083,15.730031177878
2011-07-11,34.271301826872,15.278681076926
2011-07-12,33.559207146419,15.08661720418
2011-07-13,33.608076389196,15.221061915102
2011-07-14,33.042589437072,14.846537363248
2011-07-15,32.868056427157,14.865743750523
2011-07-18,31.737082522909002,14.568044747767
2011-07-19,32.770317941604,14.827330975973
2011-07-20,32.756355300811,14.894553331434
2011-07-21,32.756355300811,15.144236366004
2011-07-22,32.735411339621,15.201855527828
2011-07-25,32.393326640188,15.028998042356
2011-07-26,31.30424065832,14.865743750523
2011-07-27,29.642686403931,14.337568100472
2011-07-28,29.447209432826,14.241536164099
2011-07-29,29.433246792033,14.145504227725999
2011-08-01,28.4768058977,14.164710615
2011-08-02,27.185261624331,13.5981221904
2011-08-03,27.366775954642,13.722963707685
2011-08-04,25.768053583822,12.452675342037
2011-08-05,25.544651331131,12.308324391394999
2011-08-08,22.731179211304998,10.903308471814
2011-08-09,23.883097076742,11.779037572375
2011-08-10,22.235505463147,11.163140182969999
2011-08-11,24.09253668864,11.788660969084
2011-08-12,25.279361156061,11.798284365794
2011-08-15,26.179951487220997,12.086986267077998
2011-08-16,25.572576612718,11.798284365794
2011-08-17,24.993127019801,11.798284365794
2011-08-18,22.500795638217,11.076529612585
2011-08-19,21.697943792609,10.787827711301
2011-08-22,21.293027209607,10.80707450472
2011-08-23,22.242486783543,11.240127356645
2011-08-24,23.094207871927,11.422971894124998
2011-08-25,23.059301269944,11.15351678626
2011-08-26,24.343864222917,11.413348497416
2011-08-29,25.635408496287,11.952258713145001
2011-08-30,25.565595292321,11.894518332888
2011-08-31,25.740128302236,12.317947788104998
2011-09-01,25.021052301387,12.019622490111
2011-09-02,24.015742164278002,11.586569638185999
2011-09-06,23.680638785240998,11.32673792703
2011-09-07,24.916332495438,11.788660969084
2011-09-08,23.834227833965997,11.576946241476
2011-09-09,23.289684843032,11.143893389551
2011-09-12,23.324591445015002,11.115023199422
2011-09-13,24.281032339348002,11.192010373097999
2011-09-14,25.537670010735003,11.288244340193
2011-09-15,25.858810748977998,11.528829257929
2011-09-16,25.384080962010003,11.51920586122
2011-09-19,24.406696106487,11.143893389551
2011-09-20,24.469527990056,10.826321298139
2011-09-21,22.51475827901,10.431762033051
2011-09-22,21.844551520937,9.7292540732607
2011-09-23,22.116823016405,9.6907604864229
2011-09-26,22.612496764562998,10.056449561382001
2011-09-27,23.429311250964,10.085319751511001
2011-09-28,22.088897734818,9.594526519328301
2011-09-29,22.703253929718,9.6811370897134
2011-09-30,21.816626239351002,9.20959065095
2011-10-03,20.525081965981,8.5648230714164
2011-10-04,21.649074549833003,8.7765377990245
2011-10-05,22.424001113855,9.0171227167609
2011-10-06,23.415348610170998,9.507915948943198
2011-10-07,21.900402084110002,9.3443182048824
2011-10-10,23.254778241049,9.7100072798418
2011-10-11,23.687620105637997,9.9120986107404
2011-10-12,23.582900299689,9.6715136930039
2011-10-13,22.668347327735,9.7196306765512
2011-10-14,23.275722202239,9.873605023902499
2011-10-17,23.087226551531,9.2192140476595
2011-10-18,23.373460687791,9.758124263389
2011-10-19,23.031375988358,9.4020585851392
2011-10-20,23.547993697705998,9.5752797259094
2011-10-21,24.623117038781,9.844734833774199
2011-10-24,26.207876768808,10.181553718605
2011-10-25,25.083884184956002,9.758124263389
2011-10-26,24.986145699404002,9.9698389909971
2011-10-27,27.925281586369,10.912931868524
2011-10-28,28.546619101666003,11.134269992841
2011-10-31,25.879754710168,10.354774859375
2011-11-01,24.637079679573997,10.008332577834999
2011-11-02,25.244454554078,10.325904669247
2011-11-03,25.921642632547,10.489961098571
2011-11-04,25.768053583822,10.547863367745
2011-11-07,26.347503176739,10.374156560225
2011-11-08,27.052616536795,10.403107694811
2011-11-09,25.181622670509,9.843385759469099
2011-11-10,25.733146981839,9.8916376504469
2011-11-11,26.152026205635,10.229400887291
2011-11-14,26.214858089204,10.017092566989
2011-11-15,26.703550516966,9.997791810598
2011-11-16,26.933934090053,9.6214270609713
2011-11-17,25.97749319572,9.283663824126698
2011-11-18,25.698240379856,9.351216471495599
2011-11-21,24.986145699404002,9.1389081511934
2011-11-22,24.839537971076002,8.9362502090866
2011-11-23,23.457236532550002,8.5695358376554
2011-11-25,23.617806901672,8.637088485024401
2011-11-28,24.546322514418996,9.129257772997802
2011-11-29,24.448584028866,8.9845021000644
2011-11-30,26.179951487220997,9.669678951949098
2011-12-01,26.403353739912,9.4670210098423
2011-12-02,25.663333777873,9.5635247917979
2011-12-05,25.872773389770998,9.6503781955579
2011-12-06,25.816922826598,9.5731751699935
2011-12-07,25.593520573908,9.553874413602399
2011-12-08,24.029704805071002,9.1389081511934
2011-12-09,24.665004961161,9.3029645805179
2011-12-12,23.547993697705998,9.023103612846699
2011-12-13,23.143077114704,8.7239418887844
2011-12-14,22.989488065979,8.6274381068288
2011-12-15,23.352516726601,8.4730320556999
2011-12-16,23.359498046998,8.5019831902865
2011-12-19,23.198927677876,8.231772600810901
2011-12-20,24.141405931416003,8.5695358376554
2011-12-21,23.987816882691003,8.5405847030688
2011-12-22,24.322920261728,8.5984869722421
2011-12-23,24.68594892235,8.5502350812643
2011-12-27,24.609154397988,8.4826824338954
2011-12-28,23.813283872775997,8.2221222226154
2011-12-29,24.476509310453,8.3282763827665
2011-12-30,24.385752145296998,8.347577139157599
2012-01-03,25.467856806769,8.907299074500001
2012-01-04,25.265398515268,9.1196073948022
2012-01-05,25.830885467392,9.032753991042199
2012-01-06,26.110138283255,8.8397464271311
2012-01-09,26.794307682121,9.1003066384111
2012-01-10,27.296962750676,9.1099570166067
2012-01-11,27.171298983537003,9.2933142023223
2012-01-12,27.590178207333,9.582825548189
2012-01-13,27.269037469089998,9.457370631646802
2012-01-17,27.918300265973002,9.4187691188645
2012-01-18,28.811909276736998,9.669678951949098
2012-01-19,29.216825859739,9.824085003078
2012-01-20,28.623413626029,9.8144346248824
2012-01-23,28.623413626029,9.8916376504469
2012-01-24,29.740424889483,9.910938406838
